region_code,region
53953,
74965,Tregynnor
55145,
57837,
2323,Ashmansworth
96158,
36833,
57336,
51284,
66454,Charlstown
64647,Maesaleg
26456,Westgate
77524,Bohemia Corner
49404,
99526,
88572,Derryhowlaght East
26897,Widegates
18511,North Dimson
40826,
15216,Little Eversden
24646,Tokers Green
35824,
49030,
26389,West Winch
5823,
74070,Newhaven Caravan Park
91720,
79977,Carsewell
25848,Wark
96492,
76801,Culvers Road
61644,West Bank
97097,
98163,
29730,
4,Aberdeen
73647,Ameshaugh
38164,
17735,Mudgley
98323,
12667,Higher Trevethan
53413,
45984,
6741,Cockthorpe
5872,
79950,Bonnington
71141,Cockshott Hill
8104,
82815,Denham Corner
99183,
55272,
40328,
70251,Edgiock
20112,Portchester
2210,Arpinge
5340,Caego
55448,
42199,
44504,
84868,The Gib
22266,Skipwith
88842,Corlaght East
59326,
60110,
65967,Simonstone Business Park
18133,New Winton
25911,Washwood Heath
51285,
44250,
92176,Willian
49260,
86286,Copney
46779,
87596,Killyclowny
74719,
78761,
44721,
45488,
57165,
25687,Walderslade
87697,Haynall
83282,Redheugh
90664,Rathkeevan
84835,Mahaar
86675,Pysons Road
99456,
59657,
30171,
21066,Rose
44343,
52541,
72751,Palmersbridge
7609,
85839,Aberpwll
70624,Parliament Heath
41748,
73507,Kilstrule
79901,Drylaw
4512,Bretton
2317,Ashley Down
94112,Oakgrove Village
60899,
40841,
39926,
69039,Inchnadamph
6902,
80909,Woodhorn Demesne
10415,Fulwood
1069,
43338,
56855,
56804,
72755,Trenhorne
83195,South Beddington
81979,Road
24993,Tresmorn
9777,
28605,
24382,Thorpe Malsor
23035,Stainton
35835,
43211,
58934,
40325,
66430,Whitfield Bottoms
34781,
43565,
37281,
71340,Upper Skelmorlie
33015,
34889,
47352,
59371,
87776,Holbrook Industrial Estate
40260,
48609,
30790,
86920,Cowden Parva
42016,
64650,Crymlyn
84246,Bolney Common
3324,Beoley
93674,
7654,Cuan Ferry
86586,Brown Heath
63020,The Diamond
43623,
21251,Rudgewood
59262,
23199,Staunton
40935,
79822,Shortwood Common
95942,
96486,
99553,
40940,
50664,
46798,
18908,Old Derry Hill
40525,
67543,Whitelea Grange
77831,Trench Wood
18043,New Alston
65596,Hill Park
72853,Castle Gate
23539,Stratford Sub Castle
33249,
83065,Heath End
46467,
56714,
4529,
31872,
9867,
15660,Llanllechid
93104,
65727,Whitehill
46230,
44489,
79527,North Mersey Business Centre
7968,
20575,Rathillet
14575,Lanescot
81213,Aberbothrie Alyth Blairgowrie
20012,Pontarddulais
26438,Wester Quarff
3506,Billingborough Fen
8337,
71010,Guthrie Station
98884,
78626,The Greaves
71926,Balmoral Park
29824,
52450,
91490,Wilday Green
72357,Teesville East
32618,
55228,
49484,
97623,
88394,Drumcru
80104,Abby
66158,Olympia Trading Estate
73258,Kilmore
56844,
31643,
47012,
93409,
43979,
27538,Wrafton
51100,
6715,Coates
11226,Great Horton
28813,
82127,Cadoxton
83695,Glynnedd
81149,Latchford
11927,Harlow Wood
5351,Caerhowel
73416,Dundivin Glebe
96589,
43044,
5439,
36374,
13314,Hunton
71213,Publow
1143,Ross-On-Wye
7093,
14544,Lamphey
76282,Golynos
76281,Pentre-Waun
76200,Llanfable
50717,
76443,Cricketers Way
20395,Quainton
33071,
61052,
17232,Midway
42358,
26064,Wellesbourne
81998,Mark Causeway
71956,Aldersey Green
27147,Winterton-On-Sea
97836,
12288,Hedley Hill
23994,Tanyfron
43910,
31304,
76295,Llangwm Isaf
49528,
68843,Fristonmoor
93741,
6298,
64489,Whinneyknowe
79783,Queensbury
75097,Broomhouse Wester
68215,Hodgebower
71976,Oak Meadows
71896,Haroldsbridge
84846,Black Dog
39939,
94595,
60601,
68741,Sotherton Corner
64657,Goetre
61557,Thurrock
40254,
18535,North Holmwood
13686,Kearsley
97507,
36057,
1911,
73495,Corrick
18975,Old Trafford
38186,
28352,
18686,Norton
19842,Pinchbeck
49850,
84305,Parklands Estate
20413,Quarter
79418,Hare Hills
23713,Sunnyhill
89823,Knockbreck
51004,
50195,
55491,
51576,
71765,Denbigh East
45359,
34964,
47333,
10504,Gargunnock
81627,Muckernich
37833,
95441,
94962,
39675,
64485,Southfield
75304,Little Norlington
50058,
23398,Stoke St. Michael
1235,Southsea
40620,
80930,Kimmerston
99380,
60173,
92036,
94009,
29484,
41003,
98460,
46182,
6107,Cheadle
7468,
83500,High Southwick
36377,
84219,Furnace Wood
78072,Buchley
19602,Penpont
41606,
18717,Norton Lindsey
73876,Limestone Hall
5152,Burnsall
23796,Swaithe
7465,Croesbychan
77969,Dalmarnock
83068,Alice Holt
42621,
76203,Maerdy
74376,Sowton Barton
88087,Felton Butler
37870,
8669,
20097,Port Quin
82071,Coleford Water
25853,Warkworth
36381,
94502,"Holm, Inverness"
7504,Crookham
40622,
18810,Oakley
70998,Newhouse
67470,Elwick
9306,
18682,Northwood Green
55449,
22154,Sigford
6136,Chelmorton
79410,Cheal
56458,
3773,Blackwell
55842,
94736,
51151,
33345,
58375,
78158,Springhall
53791,
51779,
97930,
26031,Weeting
15295,Little Milton
25215,Tweedsmuir
14712,Lavenham
90771,Rowton
13981,Kilmelford
29932,
79501,Wheathill Ind Est
64173,Rolls Park
27023,Wilton
52853,
77251,Whitesmead
9910,
35942,
74284,Borne
88378,Drumconor
41951,
8325,
35993,
49443,
75306,Malling Industrial Estate
68029,Nether Johnstone
63434,Cawcombe
40220,
18442,Normanby
67339,Yoadwath
3321,Bentworth
66151,Longsight Ind Est
11016,Gosforth
55940,
97324,
46390,
25427,Upper Dunsforth
69931,Shann Park
69694,Baldwins Hill
94811,
92484,
38744,
41950,
14619,Langley-On-Tyne
14606,Langley
8480,
54628,
85589,Bushey Ground
49658,
4533,Bridge End
68112,Morridgehall
14553,Landcross
50923,
31817,
53909,
22289,Slaithwaite
2166,Arkendale
44689,
46916,
99327,
48103,
98295,
25473,Upper Pendock
96919,
73214,Crockanboy
26845,Whitwick
80790,Enterprise Court
44537,
5056,Bunavoneader
2574,Aylton
56439,
96429,
62984,Castlecraig
39961,
55624,
63149,Port Road Ind Est
96770,
955,
89954,Liskilly
75429,Little Saling
31620,
79739,Taff Merthyr Garden Village
32456,
2150,Arduaine
61617,Findowrie
87128,Maerfield Gate
77493,Weeks
94005,
61560,Ferryhill
69734,South Lancing
61989,Buckhurst
49449,
86699,Milton
83459,Lawe Ocean Roads
68595,Radwood
58534,
78276,Micklehurst
53415,
21635,Scorborough
16646,Manfield
34755,
32655,
99818,
1197,
27176,Wistow
34482,
36681,
3833,
82397,Kelham Island
31342,
64934,Shirley Warren
45638,
58875,
48978,
17537,More
74739,Westbury
35289,
37780,
7760,Cwm Bach
75287,Kingsway
4579,
74384,Nettacot
25837,Warehorne
4354,Bramley
96068,
11893,Harefield
5090,
13727,Kelly
316,Chichester
66550,Hunt's Lane
72279,Owington Farm
81987,Marston Bigott
81267,Drummond Castle
86355,Alminstone
25863,Warmington
84097,Vicarage
83842,Nechells Green
97650,
30905,
87315,Well Heads
15502,Llandegla
90031,Llwyndyrys
77,Bagillt
91700,
95726,
26864,Wick
12514,High Bonnybridge
44781,
98697,
30888,
80335,Rowton
61845,Crovie
88318,Drumsloe
42387,
35964,
99788,
45113,
52991,
56821,
31052,
90753,Rossigh
39677,
53821,
35991,
66679,Window Lane
52558,
30595,
69263,St Peters Riverside
59259,
72497,Mynydd-Llan
75417,Queens Park
50938,
3907,
1443,Whitchurch
26767,Whitesmith
71009,Upper Handwick
89798,Kintra
18846,Ocker Hill
33171,
67314,Tang Hall
13041,Hooton Roberts
35922,
2583,
31293,
35527,
3942,
39942,
79663,The Oaks
22909,St. Mabyn
28930,
54395,
20757,Rhiwbina
7955,
4490,
56931,
56247,
4111,Bothwell
92643,
1009,
91457,Whilliter
37505,
62425,Fens
7220,Cove
67237,Knoll Top
81584,Slaemuir
89776,Kingairloch
33231,
65616,Station Yard Ind Est
82822,Redlingfield Green
23336,Stockton
51913,
71306,Corraith
54553,
12875,Holcombe Rogus
15264,Little Inkberrow
67647,Annesley Woodhouse
51505,
64432,Nazeing Long Green
27467,Wootton Bridge
67957,Esgairgeiliog
25914,Wass
61060,
71361,Bedford Business Centre
87390,Primrose Hill
34591,
80850,Whitfield Hall
43572,
24240,Themelthorpe
19689,Penwithick
28173,
18998,Oldington
12914,Holmar
62434,Seaton Lane Estate
73272,Lisnacreaght
35981,
99409,
79231,Mill Business Park
30244,
18665,Northmoor
81383,Pendre
97773,
14981,Leysdown-On-Sea
75958,Vantage
20956,Roberton
60450,
69474,The Vale
79532,Melling Downs
28876,
80446,Beckermonds
71006,Linross
62457,Cross Holme
44255,
41022,
64402,
7190,
26616,Whatley
83445,Summerhill
5847,
77996,Jordanhill
13494,Inglismaldie
806,
20502,Raigmore
29897,
18466,North Bersted
9227,
10656,Gight
80639,St. James
31588,
19632,Penshurst
35462,
71715,Chalfont Grove
70343,Furzedown
19994,Poltimore
20311,Priors Frome
7834,
53455,
87696,Jurby West
65317,Drumchardine
96250,
80397,Sleegill
26252,West Herrington
841,
63573,Lower Hookner
63772,Ruthwell Station
1343,Tintagel
17444,Monimail
81909,Madeleywood
19861,Pipehill
52724,
21140,Rothesay
33057,
61656,Jericho
9828,
19031,Ordie
62570,Springfield
30465,
32281,
42655,
36778,
72012,Broadoak
77174,Batchwood
50419,
50871,
7447,Croaghan
9718,
17878,Nantmel
45598,
13369,Hutton Magna
34699,
22147,Sidemoor
13856,Kettleshulme
6889,
40316,
13389,Hyde Park
36261,
14958,Levenshulme
63283,Scathwaite
54763,
98104,
47051,
24354,Thornton-Le-Moor
34254,
32471,
91267,Tullybellina
16507,Lyons Gate
49181,
61286,Bedfordshire
94230,
73098,Wentworth Park
39462,
1714,Agden
47549,
16188,Lower Dean
87659,Ifton Heath
22461,Sourton
23686,Summerfield
17178,Middlestown
38145,
11289,Great Tew
31524,
47515,
53584,
54568,
44625,
16279,Lower Shapridge
42597,
2843,
51802,
11919,Harlestone
30591,
83080,Crownpits
14808,Ledaig
94424,Beaulieu
55789,
29365,
27373,Woodmancott
7934,
94856,
1099,
46405,
18435,Norley
12506,Higford
7448,
77147,Penhams Green
437,Downpatrick
4245,Brackla
43245,
27209,Withleigh
82529,Baswich
37689,
55522,
82534,Foregate
91230,Treskilling
93875,
72056,Pikelow
82989,Hawley
51804,
59372,
85153,Tunnel Hill
21264,Rumbling Bridge
53719,
27825,
79595,Larton
76161,Cockadilly
88511,Drumarraght
10462,Gallagh
66934,Fernieside
71627,Wick Hill
44586,
71811,West Murkle
92249,
40304,
5357,Caerwnon Park
13589,Isfield
43762,
37888,
10031,Flasby
60224,
88479,Drawwell
87656,Ides Common
32365,
52173,
96559,
71530,Whitley
32666,
16123,Low Wray
43633,
98362,
72650,Hollabury
80245,Beckside
45585,
22556,South Marston Industrial Estate
33833,
70806,East Bennan
92679,
871,
158,
50395,
35302,
6849,
1031,Orpington
14837,Leegomery
58841,
61314,Norfolk
49348,
76094,The Quarry
14951,Levally Lower
26515,Weston By Welland
77619,Wilsley Green
77868,Durris Ho
35436,
32993,
70104,Perry Green
45471,
57834,
64283,Chapelend Way
12762,Hilston
75339,South Street
2197,
37509,
30520,
87144,Outlanes
33374,
97718,
14019,Kilsby
74872,Wheatcroft
42283,
26677,Whins Of Milton
97853,
7510,Cropston
163,Bishop Auckland
36497,
79511,Freshfield Caravan Park
8708,
54997,
14327,Kirkpatrick Durham
66122,Clayton Vale
72264,Wharton Green
25807,Wanlockhead
42708,
84718,Westroyd
18456,Norris Green
66333,Priory Park
49356,
468,
27410,Wookey
22168,Silloth
84250,Foxhill
27452,Woolverton
1006,Newtownards
89167,Cantlop
60115,
49385,
44452,
79742,Cae Mawr Industrial Estate
57256,
2001,Amroth
90555,Pentrebeirdd
96276,
2613,Badbury Wick
86205,Mostyn Quay
90127,Lurgan
49988,
60813,
96556,
61917,Fishery Estate
58774,
28495,
46544,
16295,Lower Stow Bedon
28116,
64659,Estavarney
84346,Mulberry Lane Trading Estate
85301,Willesden Green
53750,
2610,Bacton
64835,The Warren
17679,Mount Melville
62968,Longhill
85843,Barber Booth
73532,Edenback
31188,
44513,
50171,
28542,
12791,Hintlesham
42171,
94409,Inside M25
75888,Corbets Tey
73642,Skeogue
63825,Pantyblodau
56959,
48381,
85110,Blackpole
10162,Forest Vale Industrial Estate
38812,
32892,
82701,Under The Low
32832,
80942,Pleasleyhill
56795,
33421,
60753,
22030,Shipton Bellinger
18582,North Pickenham
78599,Box Factory
62005,Simprim Mains
81708,Mosstower
76061,The Runnings
50094,
76122,Lime Street
29165,
86299,Portland Walk
50478,
83430,Derwent Haugh
47240,
67098,Cloverhill
13628,Ivy Hatch
62794,Treraven
16775,Marley
70271,Norton Juxta Kempsey
52675,
97423,
25121,Tuckingmill
60610,
58939,
89476,Aston Rogers
17915,Naughton
2987,
29378,
11684,Halloughton
11798,Hanbury
50874,
49396,
82520,Whittington Heath
10557,Garvary Two
13416,Ide
51594,
86610,Harpenden Common
97355,
39132,
64045,Wallands Park
60600,
16038,Lostock Hall
2419,
74787,Higher Row
8088,
93444,Upper Eastville
17202,Middleton On The Wolds
57204,
15529,Llandyfrydog
59115,
68313,Toulton
28855,
9819,
86536,Tintern Cross
31289,
33665,
91088,The Bryn
93350,Oulton
37841,
5514,Caol
91636,Kingfisher Shopping Centre
58129,
96856,
23402,Stoke Wake
78422,Locke Ind Est
46098,
13085,Hornby
59605,
22572,South Ormsby
51448,
24707,Top Bradley
19704,Penyclawdd
43007,
62639,Loggans Moor
48461,
43200,
42992,
62323,Norris Hill
47668,
32341,
6091,
75596,Castle Green
58618,
63633,Weirfields
33934,
56267,
86211,Trebell Green
89060,Charterhouse
70399,
28798,
31974,
99960,
75818,Kilhams Green
13924,Kilkhampton
88770,Crambeck
35651,
46330,
39893,
8777,
65619,Cardoness
87033,Clevans
76172,Millbottom
73790,Sunny Bank
786,
89662,Aghahannagh
4595,
75699,Canes
28023,
62914,Edenderry
56398,
24120,Templetown
18679,Northwold
66073,Birch
9743,
65068,Whyle
28647,
80384,Raisthorpe
44535,
65,Auchterarder
70018,Great Timble
91856,
17438,Moneynoe Glebe
66170,Tavistock Industrial Estate
57508,
80067,Magpie Green
15610,Llangenny
79568,Sutton Heath
68087,Nisbet
31834,
82383,Gleadless Common
44762,
48018,
12130,Hawkridge
41181,
66017,Cheesden
3764,Blackwater
40800,
86543,Waterloo Port
7666,Cuddington
49881,
19384,Parslows Hillock
15462,Llanbedr Hall
99799,
50108,
6454,Clarkston
4911,
69460,Highters Heath
9167,
86066,North Dronley
50003,
80564,Westfields
36215,
81350,
71785,Sheeplane
59282,
82889,Aldringham-Cum-Thorpe
60107,
3776,Bladon
75783,Great Stony
97747,
95338,
43180,
29191,
89733,Altawark
89899,Leeds Bradford Airport
33961,
25909,Washington
82153,Leckwith Industrial Estate
47237,
75449,Sabine's Green
93303,Gorst Hill
33669,
93753,
42473,
54163,
66316,High Crompton
52592,
62796,Treverra
74950,Pontynyswen
15452,Llanarth
97341,
55557,
59123,
53545,
74252,Handy Cross
71948,Upton Heath
56647,
20248,Preston
68069,Slumbay
82665,Staffordshire Moorlands
91264,Tully North
98481,
97112,
90374,Naan Island West
57291,
97791,
60179,
46200,
8706,
3571,Birchwood
23626,Strutherhill Industrial Estate
51447,
4343,Bramblecombe
65872,Arkwright Court Ind Est
30995,
27506,Worsham
8299,
30969,
73076,Crow Howle
52852,
70868,Pitfichie
34293,
7734,Curridge
33278,
85650,Tibshelf Wharf
55326,
36732,
19443,Peasemore
73381,Lisky Glebe
69150,Hobson Industrial Estate
87183,Sandhills
87308,Findon Valley
34772,
61927,Pinkneys Green
35273,
63784,Dinwoodie
54340,
38021,
49677,
89685,Aghavore
92080,Claddach Carinish
43716,
78576,Eaves Hall
95512,
69401,Windyknowe
53793,
16852,Martinstown
48845,
63402,Cossall
58779,
6222,Chilbolton
73042,Ballygrainey
25106,Trull
61108,
20695,Reed
31956,
66150,Knott Mill
92672,
79639,Melin Ifan Ddu
90957,St. Madoes
1098,
83984,Hightown
41744,
98281,
87571,Kilbride
7720,Cumnor
5948,
18947,Old Plean
24880,Treflach
41143,
67231,Killinghall Moor
2178,
97138,
40803,
85028,Westlands
83421,Catcherside
20257,Preston
19647,Penton Grafton
40872,
29384,
70116,Pembroke Park
68260,Coultings
32425,
22609,South Wingfield
88058,Fair Oak
78846,Newcroft Hall
3935,
40314,
79629,Fargod
2742,Ballyhornan
80786,East Cramlington
29490,
96005,
31858,
99025,
35143,
93210,
83799,Beggars Bush
94674,
39090,
94851,
98479,
58689,
69047,Blaydon Haugh Industrial Estate
4063,Borley
87061,Crateford
2153,Ardveenish
14803,Leckhampton
79439,Woodside Business Park
92158,
49018,
74531,Land Part
94997,
75390,Broad Street
79238,Sovereign Business Park
92223,
48294,
77129,The Bury
81875,Oldheath
78891,Cold Hurst
91816,
12257,Heathfield
28867,
5759,
38081,
83804,Bromford
81615,Portleich
10567,Gatcombe
32079,
44082,
59692,
66255,Pendlebury
93098,
2017,Angersleigh
19346,Park Broom
77503,Morton
79813,Ruislip Manor
16047,Loughgiel
43039,
34146,
13133,Horton
71695,Southcourt
3087,
80918,Healey Hall
84607,Camp Town
90626,Prescott
26957,Willaston
59036,
39147,
281,
7222,Cove Hithe
67070,Ulph
25172,Tunstall
97224,
39829,
88168,Easter Kinkell
37080,
36399,
58985,
91343,Upper Loads
25577,Usselby
11704,Halstock
86717,Cross Edge
43041,
18141,Newarthill
21710,Seapatrick
42327,
26599,Whaplode
735,Kidwelly
98583,
7657,Cubert
21975,Sheriffmuir
70891,Easter Knox
42204,
7062,Corfe Mullen
19365,Parkgate
86835,Blundellsands
11771,Hampton
29201,
65864,Salesbury Blackburn Lancashire
15606,Llangeler
99559,
79187,Albion Trading Estate
17840,Mytholmroyd
4541,Bridge Of Dee
77430,Hillis Corner
57252,
35213,
75796,Berwick
16146,Lower Beighterton
6756,Coed-Y-Cwm
22518,South Godstone
48130,
93688,Farnborough Park
99832,
60507,
36734,
46977,
11889,Hare Law
32964,
79523,Courtyard Works
96477,
48413,
11475,Grosebay
75537,Gosbecks Farm
64992,Grendon Bishop
24128,Tern Hill
12880,Holdingham
70381,Cann Hall
42697,
52245,
86059,Thainstone Business Centre
62588,Boconnion
58161,
62310,Lukes Fold
81599,Culcraggie
87858,Haswell Plough
79659,Hunters Reach
83407,Barronswood
96910,
6151,Cheney Longville
76675,Greatbridge
13035,Hoole Village
61931,Touchen-End
9814,
79284,Dane Hills
97932,
19184,Oving
93733,Upper Saxondale
33628,
143,Berwick-Upon-Tweed
8175,
75607,Bannister Green
84859,Greenways
77701,Rosherville
68807,Oaks Tye
30256,
80741,South Moor
88164,East Saltoun
74486,Lower Yalberton
36700,
47302,
55648,
59187,
2942,
32200,
1095,
33262,
65898,Mereside
4193,
43939,
83574,Willington
34504,
30922,
13697,Kehelland
69662,Craigweil
69481,Trueman's Heath
23965,Talysarn
66492,Dobroyd
7978,
44038,
8290,
86055,Wedderhill
16685,Manthorpe
9507,
12802,Hinton Parva
34565,
58454,
27196,Witherley
28426,
38711,
38420,
95631,
35198,
88571,Derryhooly
62209,Betley Common
27836,
14593,Langford
66422,Spotland Fold
74901,Caeffynnon
5875,
71072,Kilbride
32543,
43476,
69496,Earlsdon
24044,Tatterford
34497,
18370,Newtown
68808,Willisham Tye
7514,Cropwell Butler
65913,Brownlow Business Centre
87467,Islands Common
81107,Colstrope
97688,
12160,Haxey
92236,
18153,Newbold Coleorton
92279,
36861,
68537,Parkwood Springs
70441,East Dulwich
5,Aberdyfi
56171,
22908,St. Lythan's
85296,Roe Green Village
57930,
81724,Bemersyde
33926,
23531,Strangford
50844,
48896,
68857,Fen Street
68922,Nork
81873,Monkmoor
47969,
82650,Springfields
69716,Birchgrove
85334,Pentonville
90796,Sandale
34476,
30972,
38226,
18258,Newnham Hill
64560,Primrose Hill
40718,
77027,Hormead
32400,
89201,Carran Beg
43363,
54560,
68042,Ralston
35622,
53523,
67910,Lawmuir
69258,Silksworth Colliery
41897,
98286,
37733,
8384,
33431,
2545,Avon
52113,
44340,
98854,
86251,Watergate
43550,
49929,
66019,Edenfield
20487,Raf Coningsby
61804,Dalleagles
2250,Ash Priors
98130,
4158,
82396,Intake
68193,Ashfield
93121,
18779,Nympsfield
72933,Higher Polmassick
43942,
47591,
6964,
44868,
92978,
76160,Churchend
16605,Maindy
91157,Titterhill
16051,Loughrigg
58831,
30787,
36111,
58709,
33075,
76725,Bargate
46941,
58696,
55452,
30322,
2785,
42122,
76834,The Wells
35730,
88585,Derrymeen
65786,Hazelden
73069,Bridge Place
78531,Clayton Green Business Park
71413,Clements End
34128,
76873,Upcott
58299,
64705,Gwastadgoed
65608,West Brackly
49781,
31923,
85992,Baile
97640,
67141,Tyegate Green
22365,Snapper
18983,Old Wolverton
8998,
70874,Invernettie
59969,
69757,Wantley
38195,
7362,Cratfield
3643,Bishops Offley
52743,
27707,Yeolmbridge
70851,Downies
54454,
84288,Dragons Green
9874,
2477,Auchenbowie
31633,
67362,The Saplings
62226,Broomedge
61211,
66078,Siddal Moor
10132,Forden
20947,Rixton
68483,New Conisbrough
39431,
69195,Moorhouses
81054,Ascott Doyley
71001,Pitreuchie
96392,
41782,
31233,
1480,
46780,
60897,
57971,
79270,Shevington Moor
36130,
37949,
28118,
85407,South Lambeth
65001,Hunderton
47357,
94383,
77302,Nascot Wood
31344,
16786,Marrel
90316,Mullaghmeen
48214,
98116,
63046,Lisnaragh
52610,
49215,
64452,Pitlochie
5553,Carberry
9955,
83998,Halfway
33364,
8043,
96662,
63939,Adnistonn West
1088,
74149,Huffin Heath
21528,Sarnau
98098,
32584,
65288,Mandally
33621,
35038,
29500,
73582,Ramackan
33550,
8655,
41868,
65064,Lever Hill
22683,Soyland
2144,Ardroil
83690,Blaenhonddan
15252,Little Hoole
32691,
90524,Peckfield
93251,Denham Garden Village
79682,Nant-Y-Gwenith
64064,
13182,Hound Green
18134,New Works
86690,Dundyvan
41494,
6670,Clydach
31617,
23007,Stadhampton
75345,New Road Industrial Estate
714,Isles Of Scilly
37904,
21476,Sandon
73526,Ballinsullus
15834,Lochmaree
54920,
44980,
86229,Collorian
89801,Kirkton
19940,Plump Hill
5923,
57334,
11897,Hareshaw
43986,
22604,South Wellfield
67259,Clifton-On-Yore
93507,Brooke
50643,
75087,Betws Leucu
36602,
23757,Sutton Hill
4531,Bridge Ball
48066,
22724,Spennithorne
52,Arthog
71842,Streetly End
14788,Leasingham Moor
2829,
7658,
59252,
25458,Upper Laxton
99173,
44548,
1663,Acton Reynald
69328,Delaval Trading Estate
78330,Stancliff Street Ind Est
29338,
96981,Dolphin Square
76047,Arle
28807,
14762,Lea Town
43393,
6641,Cloughey
81646,Beechurst
60819,
10190,Forton
56985,
14482,Kyre
98781,
4550,Bridge Of Walls
7056,Corby Hill
60926,
91778,
227,Bromyard
17358,Minshull Vernon
70587,Whiteley
22026,Shipmeadow
59142,
41305,
12960,Holton St. Mary
21207,Rowrah
50650,
606,Hatfield
7134,Cossington
28792,
9540,
52944,
39336,
26688,Whiston
25441,Upper Hardres
35661,
9117,
91907,
50335,
55349,
33259,
70257,Pink Green
16249,Lower Metherell
59102,
91487,Wilcott
36951,
2108,
65816,Burnbrae
53156,
96852,
90864,Shean
5768,
86814,Bell Lane
81692,Eastfield Of Lempitlaw
22632,Southend
35174,
84452,Thornhills
96671,
28669,
75342,Avis Way Industrial Estate
1111,Ramsgate
10430,Furzehill
88810,Coolaran
81409,Plas Dinam
84292,
53077,
60966,
94162,
22196,Singleborough
97327,
93051,
11948,Harpurhey
88291,Drumnavahan
63774,Mainshead Of Terregles
58905,
17893,Nappa
16831,Marston Meysey
19535,Penhallow
27930,
6399,
60350,
9326,
48043,
80314,Thistleton
80932,West Horton
79404,Penny Hill
63074,Clogherney Glebe Lower
74820,Elizafield
17209,Middleton Tyas
95930,
8255,
53099,
44880,
14691,Lathbury
98663,
48756,
52284,
28334,
14810,Ledburn
88539,Derryasna
39227,
88344,Drumbaghlin
84182,Shipton Green
25216,Twelveheads
37073,
46616,
45605,
48147,
44600,
27779,
54117,
41128,
71394,Colworth House
15457,Llanbadarn-Y-Garreg
1810,
23883,Swithland
47330,
24229,Theale
81766,Wester Kershope
28363,
21748,Sefton
80361,Bishopside
37732,
47415,
42582,
28781,
51240,
91221,Trelavour Downs
16985,Meidrim
23954,Talmine
38207,
56027,
61729,The Oval
37824,
14870,Leigh Delamere
58881,
27936,
22235,Skelton
67005,Clackmarras
42925,
49057,
10881,Goathill
19226,Oxshott
16841,Martham
46527,
7245,Cowgill
6153,Chenies
73694,Isle Of Walney
58202,
65200,Morrice Green
15344,Little Stanney
93773,
6392,
68124,Fairnilee
13251,Hulcote
48831,
53354,
74324,Bodmiscombe
5706,Carsington
36224,
82794,Hart's Green
57810,
39950,
91320,Ummer
81893,Vron Gate
58840,
71902,Alderley Business Centre
74437,Warmhill
73276,Lurganaglare
1813,
63341,Brushfield
42400,
53402,
4429,
69372,Aberpergwm
21471,Sandley
79828,Cambridge Park
89090,Cillefwr Industrial Estate
17981,Nether Langwith
32407,
26823,Whittington Barracks
82012,Broomstreet
55266,
54241,
43223,
64653,Rhisga
24833,Trebencyn
31359,
16727,Mareham On The Hill
54876,
12144,Hawley Bottom
27878,
79810,Woodridings
63698,Winfrith
86424,Burton Ferry
65782,Lochmill
11570,Gwithian
52077,
72936,Woon
94668,
49520,
13642,Jacobstowe
90534,Pen Y Rhedyn
21286,Rushall
47495,
6211,Chiddingfold
32209,
38668,
53390,
66777,Bargod
31805,
50022,
85181,Shelsley Kings
54630,
39947,
20567,Rastrick
47446,
87634,Hopwood
56573,
15319,Little Raveley
25749,Walpole St. Andrew
34196,
38442,
35051,
9315,
52914,
32120,
77603,Shelvin
28968,
48076,
73491,Brocklis
38338,
21142,Rothiemurchus
30722,
63752,Garroch Business Park
7392,
56369,
93848,
15966,Longham
75577,Mill Green
80774,New Heaton
86764,Higher Crumpsall
81501,Heol Y Brennin
45032,
90153,Magonragh
86538,Gaer Park
36701,
18,
65892,Hoohill Industrial Estate
59709,
11837,Hannington Wick
67562,Tynegreen
94649,
48787,
58191,
10527,Garrygall
4959,
36726,
30650,
24848,Trecynon
51564,
72300,Deacon Lea
22759,Spring Gardens
84282,Littleworth
91374,Walford
72384,Beacon
95505,
72850,Lamorna Valley
38741,
38404,
39261,
74657,Mudeford
72640,Colquite
90495,Over Whitacre
70099,Alcombe
5155,Burnt Fen
48830,
26062,Welland
97764,
95104,
78364,Darcy Lever
89770,Kilturk West
65128,Bovingdon Green
69471,St. George
28687,
95095,
34123,
20760,Rhiwceiliog Pencoed
81164,Thame Park Business Centre
69110,Fellgate
62297,Hassall Moss
52949,
5053,Bumpers Farm
92598,
56897,
92979,
52810,
12774,Himbleton
86296,Tattymoyle Upper
67591,Healey Cote
24186,The Harbour
69854,Baghill
37470,
22720,Speldhurst
7623,Croxton
18780,Nynehead
18631,North Wootton
52070,
89711,Aird
74897,Strone
44814,
70264,The Burf
15925,Long Riston
26959,Willen Lake
58942,
92162,Victoria Business Park
61439,Bradford (district of)
31128,
49131,
82884,Lower Raydon
16595,Maidenhill
83653,Cloudesley Bush
86987,Blacklocks Hill
36922,
31781,
55437,
81753,Fauldshope
8601,
98316,
3327,Bere Aller
31856,
79982,Loanstone
40816,
16063,Lovedean
32364,
21774,Selsley
57892,
2504,Audenshaw
53154,
32692,
99860,
78107,Luggiebank
70045,Eastmoor Estate
29010,
93377,
84600,Black Moor
92667,
76232,Lower Pont Newydd
11473,Groomsport
35305,
5588,
19665,Pentre Uchaf
82785,Little Knowles Green
94253,"Rhydtalog, Mold"
12450,Hesleyside
65674,Broomhill
